REPORTID,USERID,REQUESTTYPE,REPORTTYPEID,ADDEDBY,HOSTID,LATITUDE,LONGITUDE,RADIUSIMPACT,DESCRIPTION,PRICE,REPORTSTATUSID,DATE,TIME,CREATEDTIME,LASTMODIFIEDTIME,ADDRESS,TOTALNUMBERINJURED,TOTALNUMBERKILLED,VEHICLETYPECODE,,,,,,,,,,,,,,,,,,,,,
212889,,people double park their vehicles,,,,-71.02509,42.33692,,When there are street hockey games people double and triple park their cars and block in the cars of residents.  Almost always there are empty parking spots within 100 yards.,,0,4/3/2016,18:29:40,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
212890,,people speed,,,,-71.06582,42.307373,,"\Traffic on Bowdoin st routinely blocks the intersection so that cars turning out of mt Ida rd cannot get out. Maybe a \""\""don't block the box\""\"" type signage or road painting would be helpful. Same for turning onto draper st.\""""",,0,4/3/2016,20:03:28,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
212891,,people speed,,,,-71.06171,42.30602,,It's hard to turn onto Adams street- people speed and visibility is bad because of cars parked too close to the corner.,,0,4/3/2016,20:06:47,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
212892,,people speed,,,,-71.11371,42.299686,,They speed and run red lights. Very dangerous to cross even with signal,,0,4/3/2016,20:21:55,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
212893,,it’s hard to see / low visibility,,,,-71.05697,42.33188,,Cars parked on Dorchester St. make it difficult to see oncoming traffic when pulling out of Woodward St.,,0,4/3/2016,22:19:25,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
212894,,of something that is not listed here,,,,-71.05696,42.333706,,There is no walk signal at this crosswalk.,,0,4/3/2016,22:21:37,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
212895,,people speed,,,,-71.159256,42.29115,,\This street is a one way," that is used by drivers as a \""\""cut through\""\"" for drivers.  They speed down Ruskin St. knocking over a sign that was put up to ask drivers to slow down because there are children at play.""",,0,4/3/2016,22:52:10,,,,,,,,,,,,,,,,,,,,,,,,,,
212896,,people run red lights / stop signs,,,,-71.0834,42.308193,,"People heading down Blue Hill Ave from the direction of Mattapan, run the red light at the intersection of BHA, Cheney, Washington, Geneva.  Extra long buses and trucks often block the 'box'.",,0,4/3/2016,23:17:47,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
212897,,people double park their vehicles,,,,-71.11103,42.29853,,This is a one-lane dead-end street and people regularly park in the middle of the road while running in to get something or waiting for someone despite ample room for them to pull over. It is pure laziness.,,0,4/3/2016,23:43:56,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
212898,,the roadway surface needs improvement,,,,-71.11534,42.299156,,,,0,4/3/2016,23:44:40,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
213285,,people speed,,,,-71.1023,42.310463,,"There is no cross walk here, and cars go way too fast around the bend.  I have a small child, and live at this intersection, so it's very scary to cross the street.",,0,4/3/2016,17:47:36,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
213286,,of something that is not listed here,,,,-71.025085,42.365025,,"Center lane is straight lane, left lane is straight and turn lane.  Markings make it seem like center may turn left.  Near miss accidents often because of center lane left hand illegal turns",,0,4/3/2016,18:54:34,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
213287,,of something that is not listed here,,,,-71.06288,42.34312,,The curb cutout for cars in front of the Troy building  is not deep enough or cars parked there extend out into travel lane effectively,,0,4/3/2016,19:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,
213288,,of something that is not listed here,,,,-71.074,42.353123,,There should be a marked turn lane here for left,,0,4/3/2016,19:56:02,,,,,,,,,,,,,,,,,,,,,,,,,,,
213289,,sidewalks/ramps don't exist or need improvement,,,,-71.10469,42.268875,,Sidewalk is cracking and causing folks to trip.,,0,4/3/2016,20:43:22,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
213290,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.16529,42.287464,,Wait for walk signal is way too long to cross.,,0,4/3/2016,23:01:59,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
213291,,people double park their vehicles,,,,-71.11362,42.299862,,"During rush hour traffic regularly backs up here due to people double-parking to visit the shops, especially the barber, or to drop people off at the T station.",,0,4/3/2016,23:42:04,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
213292,,of something that is not listed here,,,,-71.11445,42.3019,,Left turn to arborway from south street is very dangerous.,,0,4/3/2016,23:46:34,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
213293,,of something that is not listed here,,,,-71.11213,42.301765,,"Left turn to arborway from Hyde Park Avenue through 2 lanes of traffic is unsafe and requires a filter, even just a short one at the end of the green cycle for that direction.",,0,4/3/2016,23:48:18,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
214885,,the roadway surface needs improvement,,,,-71.16917,42.291813,,,,0,4/4/2016,6:19:30,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
214886,,the roadway surface needs improvement,,,,-71.171555,42.29568,,,,0,4/4/2016,6:20:06,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
214887,,of something that is not listed here,,,,-71.11218,42.3017,,"Heading east on Hyde park ave to Washington st, trying to make a left turn onto new Washington st is impossible. no left turn arrow and pedestrians cross at same time.=squashed people",,0,4/4/2016,12:04:16,,,,,,,,,,,,,,,,,,,,,,,,,,,
214888,,people double park their vehicles,,,,-71.08982,42.31268,,"Constant double parking and across the street corners.This makes it difficult for everyone,schoolhouse,trash pick up,emergency vehicles,divers, and pedestrians.",,0,4/4/2016,12:35:51,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
214889,,people run red lights / stop signs,,,,-71.076004,42.352306,,I have seen several near misses and some accidents involving cars taking right turns on red conflicting with pedestrians or cyclists moving down Clarendon street,,0,4/4/2016,13:22:47,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
214890,,people cross away from the crosswalks,,,,-71.102,42.322895,,Not enough crosswalks,,0,4/4/2016,16:37:05,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
214891,,sidewalks/ramps don't exist or need improvement,,,,-71.04868,42.350063,,Sidewalk is too narrow and provides insufficient protection between pedestrians and vehicles,,0,4/4/2016,19:00:14,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
214892,,sidewalks/ramps don't exist or need improvement,,,,-71.04907,42.349594,,"No sidewalk cleaning underneath elevated Summer Street underpass on A Street. Dead birds, accumulated bird poop and other hazardous trash is on the sidewalk for long periods of time.",,0,4/4/2016,19:03:02,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
214893,,people speed,,,,-71.064095,42.375137,,,,0,4/4/2016,19:33:28,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
214894,,people run red lights / stop signs,,,,-71.064514,42.375618,,,,0,4/4/2016,19:38:11,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
214895,,of something that is not listed here,,,,-71.06746,42.374268,,There is no walk signal and cars are often proceeding from Gilmore Bridge at significant speeds.,,0,4/4/2016,19:43:03,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
214896,,people don't yield while going straight,,,,-71.06415,42.375225,,Drivers need a posted/cone sign that reminds them that stopping at a crosswalk is state law.  Regularly get yelled at or honked at when in cross walk or flipped off.,,0,4/4/2016,19:56:10,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
214897,,people speed,,,,-71.11465,42.301895,,Incoming cars are speeding too fast and do not yield to pedestrians,,0,4/4/2016,20:08:18,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
214898,,bike facilities don't exist or need improvement,,,,-71.09057,42.335785,,MBTA buses turning right or left into Ruggles do not yield to bikers going straight on the road. MBTA buses gun up from behind bikers to get ahead of them and then slam over to take a left into the back end of Ruggles bus station.,,0,4/4/2016,20:22:57,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
214899,,people double park their vehicles,,,,-71.09052,42.33576,,"People double park their vehicles, forcing bikers to swing out into the middle lane of traffic. This is incredibly dangerous with the number of buses on the roads.",,0,4/4/2016,20:25:33,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
214900,,of something that is not listed here,,,,-71.046646,42.335323,,Dog poop is not being picked up by owners on many of the streets surrounding this area.,,0,4/4/2016,20:53:05,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215287,,of something that is not listed here,,,,-71.08535,42.348904,,"Multiple sandwich board advertising signs on the sidewalks on all of Newbury St., but mostly between Hereford and Gloucester. These are a serious public safety issue for the visually impaired (Blind people) as well as cell phone users.",,0,4/4/2016,12:44:41,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215288,,people speed,,,,-71.110435,42.318832,,boylston street is a one way street from Stonybrook T to Centre Street and cars speed up the street constantly.  I am very concerned as a resident of Boyslton street and think there should be speed bumps to make cars slow down,,0,4/4/2016,16:14:15,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215289,,people speed,,,,-71.115135,42.294403,,"People speed going around 40+mph on this residential street, right by a school. I have been nearly hit several times walking home or trying to get in my car, and have been in a car accident on my block as well.",,0,4/4/2016,16:19:00,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215290,,of something that is not listed here,,,,-71.127884,42.28274,,"The fence in the corner of Sycamore and Poplar St is banged up, and long poles are sticking out. Very dangerous to pedestrians, especially children, the fence should be fixed ASAP.",,0,4/4/2016,17:59:44,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
215291,,people run red lights / stop signs,,,,-71.06434,42.37554,,,,0,4/4/2016,19:39:18,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215292,,it's too far / too many lanes to cross,,,,-71.0665,42.37464,,steady stream of cars entering and exiting Bunker Hill Mall needs to be addressed as poor visibility of oncoming cars when exiting lot and traffic backs up heading into Charlestown to allow for turning cars.,,0,4/4/2016,19:45:45,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
215293,,there's not enough time to cross the street,,,,-71.07056,42.3678,,Vision Zero Cambridge Note -- intersection of Mons. OB Hghw. + Charlesown Ave/Gilmore Bridge Rd -- pedestrians crossing never have a clean walk signal. Needs notification of blind crosswalk to right turning cars coming off bridge,,0,4/4/2016,19:54:06,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215294,,people don't yield while turning,,,,-71.11427,42.301945,,Cars are coming so Fast from Arborway that they almost do not have time to yield to pedestrians and OFTEN DO NOT YIELD. This is SO DANGEROUS.,,0,4/4/2016,20:05:22,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215295,,people run red lights / stop signs,,,,-71.04628,42.335205,,I have seen and been shocked by the amount of people who run red lights - and fast too - at Dorchester and Broadway intersections and beyond. It's dangerous and careless.,,0,4/4/2016,20:50:45,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215296,,people don't yield while going straight,,,,-71.08112,42.338837,,"6 DEAD ON THIS CORNER SO FAR, DRIVERS SPEED AND DO NOT YIELD TO PEDESTRIANS RACING TO RED MASS AVE LIGHT!",,0,4/4/2016,23:03:59,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215297,,people run red lights / stop signs,,,,-71.08043,42.33924,,,,0,4/4/2016,23:10:22,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
215298,,"\the wait for the \""\""Walk\""\"" signal is too long\""""",,,,-71.08053,42.339203,,people try to walk during turning light,,0,4/4/2016,23:43:58,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215299,,people speed,,,,-71.08641,42.33593,,,,0,4/5/2016,0:43:12,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215300,,people speed,,,,-71.0839,42.337376,,Speeding drivers don't yield to pedestrians!  Pedestrians fearfully must yield to drivers.  I have never seen police enforce against a driver proactively in years!,,0,4/5/2016,0:46:18,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
215301,,of something that is not listed here,,,,-71.08029,42.339146,,"Busses do not pull into their spaces, forcing bikes and cars to squeeze around them into one lane, a dangerous situation caused by lazy bus drivers and unregulated schedules where several busses are bunched, front one too full holds up others empty.",,0,4/5/2016,0:49:56,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
215302,,people double park their vehicles,,,,-71.089714,42.343945,,,,0,4/5/2016,1:13:13,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
215303,,people don't yield while going straight,,,,-71.08083,42.339066,,Speeding cars ignore crosswalk occupants  why no moving violations issued?? look at statistics of police non enforcement of public safety!,,0,4/5/2016,1:20:24,,,,,,uses an assistive device,,,,,,,,,,,,,,,,,,,,,
215687,,it’s hard to see / low visibility,,,,-71.03343,42.338146,,Making the turn from M Street on Left on to first is dangerous because it is very difficult to see traffic coming from either direction due to parked cars. I suggest a 3-way stop sign.,,0,4/4/2016,12:50:06,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
215688,,people run red lights / stop signs,,,,-71.12861,42.284916,,Too often I see people driving here without doing a full stop before the zebra crossing at the stop sign.,,0,4/4/2016,17:54:46,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
215689,,there's not enough time to cross the street,,,,-71.049515,42.349106,,Make intersection no turn on red. Turning vehicles endanger pedestrians from residential buildings. Not enough time to cross the street.,,0,4/4/2016,19:04:00,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215690,,it’s hard to see / low visibility,,,,-71.06405,42.37506,,"The sidewalk along Main Street by H&R Block/Tedeschi is the back-end of the parking lot, making a difficult situation for pedestrians to watch both behind them and in front of them for cars backing-up and traveling down Main Street",,0,4/4/2016,19:37:00,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215691,,people speed,,,,-71.06446,42.37562,,,,0,4/4/2016,19:38:38,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215692,,of something that is not listed here,,,,-71.06751,42.37436,,"timing of traffic lights needs to be addressed. Cars regularly, even at non-peak times, back up past BHCC and into Charlestown, leaving cars to block the box and blocking views of pedestrians crossing.",,0,4/4/2016,19:41:50,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
215693,,people double park their vehicles,,,,-71.08218,42.340252,,,,0,4/5/2016,0:20:26,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215694,,people double park their vehicles,,,,-71.08241,42.34001,,,,0,4/5/2016,0:25:18,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
215695,,people speed,,,,-71.08289,42.339664,,,,0,4/5/2016,1:11:29,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216087,,people speed,,,,-71.08672,42.283978,,We need a stop sign at the intersection of Wildwood and Middleton St because people speed through both streets and there are a lot of school aged children at play in the area.,,0,4/4/2016,13:28:26,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
216088,,people cross away from the crosswalks,,,,-71.06169,42.354374,,"There was a white crosswalk on the left side of this intersection, and a brick crosswalk where the pedestrian-only area starts on the other side. But one day it was painted over. People still try to cross there, but cars do not stop.",,0,4/4/2016,16:22:54,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216089,,people speed,,,,-71.128265,42.28349,,"People constantly speed on Poplar St. This part of street between Washington St and Sycamore St has a lot of elderlies, pets and children. Speed bumps would be very helpful controlling the speed.",,0,4/4/2016,17:52:07,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
216090,,sidewalks/ramps don't exist or need improvement,,,,-71.04858,42.350334,,"Intersection with insufficient Walk sign timing, other issue is that intersection of A Street/Congress Street not adequate space for pedestrians and pedestrians with strollers. The sidewalk is in deficient condition and slopes down",,0,4/4/2016,18:59:19,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216091,,sidewalks/ramps don't exist or need improvement,,,,-71.04781,42.348755,,No sidewalk cleaning underneath elevated Summer Street underpass on Boston Bypass Road. Dead birds and other hazardous trash is on the sidewalk for long periods of time.,,0,4/4/2016,19:02:11,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216092,,people speed,,,,-71.064255,42.37546,,,,0,4/4/2016,19:38:59,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216093,,of something that is not listed here,,,,-71.052376,42.34215,,People make illegal left turns all the time from this corner.,,0,4/4/2016,20:01:52,,,,,,travels (other),,,,,,,,,,,,,,,,,,,,,
216094,,people don't yield while going straight,,,,-71.09067,42.33584,,MBTA bus drivers do not yield to bikers going straight.,,0,4/4/2016,20:32:10,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
216095,,sidewalks/ramps don't exist or need improvement,,,,-71.072365,42.358223,,Sidewalks are cracked and covered with dirt/mud,,0,4/4/2016,21:44:22,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216487,,bike facilities don't exist or need improvement,,,,-71.07228,42.332558,,"BIKE LANE VANISHES INTO CURB, INTERSERCTION EXTREMELY DANGEROUS, LINES NOT CLEAR AND TRAFFIC TURNING CAUSES MANY ACCIDENTS BY BAD DESIGN!",,0,4/4/2016,23:12:45,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
216488,,the roadway surface needs improvement,,,,-71.07252,42.33277,,LANES UNCLEAR,,0,4/4/2016,23:14:54,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
216489,,people speed,,,,-71.08109,42.3389,,INBOUND PEOPLE DON'T YIELD AND SPEED TO MASS AVE LIGHT UNCONSCIOUS OF BIKES OR PEDESTIRIANS,,0,4/4/2016,23:20:07,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216490,,people don't yield while going straight,,,,-71.08098,42.338867,,"Speeding inbound race to mass ave light, I am 74, they pay no attention to crosswalk occupants.  Many people dead on this corner over the years. There is no enforcement, i have seen many pedestrian cut off in front of police",,0,4/4/2016,23:36:24,,,,,,uses an assistive device,,,,,,,,,,,,,,,,,,,,,
216491,,of something that is not listed here,,,,-71.08103,42.338806,,doored on bike  people speed to corner..needs speed bumps also on tremont before crosswalks,,0,4/4/2016,23:39:17,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
216492,,people speed,,,,-71.081856,42.338486,,"long uninterrupted inbound speeding  no enforcement, crosswalk fine signs regularly flattened by drivers out of control",,0,4/4/2016,23:41:37,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216493,,people run red lights / stop signs,,,,-71.093636,42.33695,,light out of sync always and people just run it to get to huntington or from huntington heading toward tremont,,0,4/5/2016,0:03:56,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
216494,,people don't yield while turning,,,,-71.08768,42.347393,,Masses of berklee students at intersection cross lights unclear and traffic jams up here all the time and drivers get frustrated and push pedestrians.,,0,4/5/2016,0:06:38,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216495,,it’s hard to see / low visibility,,,,-71.080795,42.338573,,"Handicapped neighbors in unmarked unlit wheel chairs in street unseen by drivers speeding down northampton to tremont.  they should be more visible, need equipment!",,0,4/5/2016,0:10:15,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216496,,sidewalks/ramps don't exist or need improvement,,,,-71.080696,42.33853,,"Public alley 802 stolen for private parking by Roxse homes, outbound onto tremont cars now blocked from using to turn left avoiding cars blocking intersection onto tremont while stopped at mass ave light so they push making intersection dangerous",,0,4/5/2016,0:14:28,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
216497,,people don't yield while going straight,,,,-71.08131,42.338867,,"people don't yield coming off mass ave light outbound, cars from northampton turning left onto tremont oubound get desperate and ignore people in crosswalks trying to cut into traffic!",,0,4/5/2016,0:28:39,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216498,,people don't yield while going straight,,,,-71.08123,42.338917,,"motorcycle struck here, driver killed by hit and run turning onto tremont outbound as he sped thru from mass ave light change.  no enforcement of traffic regulations, drivers on cel phones and with attitude!",,0,4/5/2016,0:32:17,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216499,,people don't yield while going straight,,,,-71.0813,42.338783,,2 Northeastern students killed in crosswalk by hit and run racing inbound to mass ave light. driver just kept on going!,,0,4/5/2016,0:35:15,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216500,,people speed,,,,-71.08297,42.337894,,,,0,4/5/2016,0:38:24,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216501,,people don't yield while going straight,,,,-71.08445,42.337074,,,,0,4/5/2016,0:39:28,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
216502,,of something that is not listed here,,,,-71.08035,42.339386,,"bus stop after red light, wrong location, must often stop twice and on a very wide intersection with lots of turns and pedestrians trying to get their turn, should stop at corner before light!",,0,4/5/2016,0:52:39,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216503,,people speed,,,,-71.082375,42.340088,,,,0,4/5/2016,1:12:14,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216504,,of something that is not listed here,,,,-71.090614,42.344276,,"LIGHT NOT SYNC, PEOPLE RUN IT",,0,4/5/2016,1:14:32,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
216505,,of something that is not listed here,,,,-71.081474,42.33816,,"public alley 802 stolen and fenced by private housing Roxse Homes, was a safe passage to camden for my chair but now handicap access blocked, must use street,  bad traffic doesn't see me, why city allow public alley blocked illegally?",,0,4/5/2016,1:25:17,,,,,,uses an assistive device,,,,,,,,,,,,,,,,,,,,,
216506,,people don't yield while going straight,,,,-71.07964,42.33965,,"Without enforcement, drivers see fearful pedestrians yield so they ignore.  they also cut around me while in crosswalk.  crossworks wont work if drivers ignore with impunity!!",,0,4/5/2016,1:28:32,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
217687,,sidewalks/ramps don't exist or need improvement,,,,-71.12052,42.297897,,This is an important pedestrian crossing. There is no marked crossing. The stop signs are inadequate. This should be a signaled stop. VERY dangerous intersection . Low visibility. Isn't there already a Public Works BTD ticket on this?,,0,4/5/2016,12:34:32,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
217688,,bike facilities don't exist or need improvement,,,,-71.11262,42.301224,,,,0,4/5/2016,20:10:35,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
217689,,people double park their vehicles,,,,-71.079605,42.351254,,,,0,4/5/2016,23:15:37,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
218087,,of something that is not listed here,,,,-71.117485,42.313793,,"I live on Burroughs. Cars park up to, and sometimes over, the edges of our driveway (and, on one side, next to a fire hydrant), making it difficult or impossible to see oncoming traffic without nosing the car into the street, which is very dangerous.",,0,4/5/2016,12:50:20,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
218088,,people speed,,,,-71.08935,42.310295,,"I walk my dog and baby in a stroller down Hutchings and folks routinely speed through, very unsafe especially for children, pets and the elderly. Also as a driver, it feels very unsafe to pull out of the driveway.",,0,4/5/2016,13:54:36,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
218089,,people speed,,,,-71.1126,42.29893,,There is a day care center near the top of the street and people speed through especially in the morning to drop off kids.,,0,4/5/2016,15:55:05,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
218090,,it’s hard to see / low visibility,,,,-71.15388,42.334194,,"There is a fire hydrant, which people park behind too close to the Waterworks exit driveway. T Additional clear signage and enforcement would help. Many close accidents happen as you have to pull to far into roadway to see oncoming traffic.",,0,4/5/2016,18:22:37,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
218091,,bike facilities don't exist or need improvement,,,,-71.113945,42.299324,,,,0,4/5/2016,20:11:09,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
218487,,people run red lights / stop signs,,,,-71.07237,42.344883,,,,0,4/5/2016,16:16:22,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
218488,,there's not enough time to cross the street,,,,-71.06802,42.272194,,"It would be helpful to replace the traffic light that used to be at the corner of Dorchester Ave & River, near Adams.  The pedestrian crossing time is also too short for just a large intersection",,0,4/5/2016,17:33:18,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
218489,,people double park their vehicles,,,,-71.11344,42.3001,,,,0,4/5/2016,20:08:58,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
216887,,people run red lights / stop signs,,,,-71.08046,42.3392,,distracted and aggressive drivers ignore crosswalks,,0,4/4/2016,23:45:52,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
216888,,of something that is not listed here,,,,-71.07226,42.332706,,"vehicles turning mass ave onto connector and southampton northbound onto melina cass is designed to make collisions, lanes obliterated,  needs re design and enforcement.",,0,4/4/2016,23:48:48,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
216889,,bike facilities don't exist or need improvement,,,,-71.07246,42.33275,,"Our bike lane literally vanishes into a curb, no ramp up onto sidewalk, bike lane not functional, one has to get off and walk on sidewalk, very dangerous intersection!!",,0,4/4/2016,23:51:54,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
216890,,people speed,,,,-71.08098,42.338978,,"motorcycles run races down tremont, ignoring lights and even impotent police who just watch, i have pictures can they be submitted?",,0,4/4/2016,23:59:15,,,,,,uses an assistive device,,,,,,,,,,,,,,,,,,,,,
216891,,people double park their vehicles,,,,-71.08373,42.337486,,"people double park in front of liquor store cutting traffic to one lane after light, speeding inbound traffic cut to one lane and pedestrians not seen",,0,4/5/2016,0:01:24,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216892,,sidewalks/ramps don't exist or need improvement,,,,-71.08121,42.338795,,"Many crosswalks are depressed and flooded becoming impassable, pedestrians must walk around into street making crosswalks useless, iced up and dangerous, cars slide into crosswalks!",,0,4/5/2016,0:19:48,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
216893,,it’s hard to see / low visibility,,,,-71.082504,42.339996,,Turning right from northampton onto columbus toward mass inbound it is hard to see speeding inbound cars racing to make the light. my only accident was being hit here!,,0,4/5/2016,0:24:28,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
217287,,people run red lights / stop signs,,,,-71.1157,42.29835,,"This neck of Washington street is a gateway  for cyclists and pedestrians en route to the Southwest Corridor Park. Drivers do not yield to pedestrians, run red lights, and block the intersection - causing gridlock at this important intersection.",,0,4/5/2016,12:30:23,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
217288,,people speed,,,,-71.11761,42.313908,,"I live on Burroughs. Pulling out of our driveway, because of parked cars on either side of the driveway I often can't see oncoming traffic without nosing the car into the street.  Speeders make it that much more dangerous. Speed bumps would help.",,0,4/5/2016,12:40:11,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
217289,,of something that is not listed here,,,,-71.11035,42.320583,,Garages at the building on the top of Paul Gore blindly open onto the sidewalk so cars backing up cannot see pedestrians at all.  Shouldn't this be illegal?,,0,4/5/2016,15:37:32,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
217290,,there's not enough time to cross the street,,,,-71.078514,42.343136,,People get hit by cars,,0,4/5/2016,16:18:21,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
217291,,people cross away from the crosswalks,,,,-71.061966,42.36355,,The path between the court house and the Government Services Center is a good way to get to North Station but there's no crossing where you need it.,,0,4/5/2016,19:34:53,,,,,,walks,,,,,,,,,,,,,,,,,,,,,
217292,,it’s hard to see / low visibility,,,,-71.1141,42.2991,,,,0,4/5/2016,20:07:43,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
217293,,bike facilities don't exist or need improvement,,,,-71.11341,42.300156,,,,0,4/5/2016,20:09:40,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
217294,,bike facilities don't exist or need improvement,,,,-71.11742,42.361084,,"There is *no* provision for bikes or pedestrians at this intersection. If you're trying to cross Cambridge St to continue on the bike path, you have to do it when no cars are coming - which happens rarely at rush hour.",,0,4/5/2016,21:48:17,,,,,,bikes,,,,,,,,,,,,,,,,,,,,,
218887,,people run red lights / stop signs,,,,-71.10934,42.273823,,traffic rarely stops at the stop signs at seminole st and yuletide st..,,0,4/5/2016,21:47:55,,,,,,drives,,,,,,,,,,,,,,,,,,,,,
